HCA6002236,5.503466585191953,3.903637014975534,2.0327995702177346
HCA6010538,5.6308411436604455,4.287974524588481,3.239092815221476
HCA6018857,5.593611568647688,3.89185774675501,2.7140851346753827
HCA6030645,5.448697446143664,3.879155990138885,2.826219696485317
HCA6047359,5.653283930202245,4.151753236608346,3.227755241699446
HCA6051047,5.519673278087865,3.642777260061586,2.657381763262378
HCA6053758,5.479907929650985,4.514195818287958,3.195249966290631
HCA6054457,5.511205148848057,3.741881507071663,2.765558589306728
HCA6058970,5.676564480762873,4.095331142149486,3.253786425829224
HCA6061757,5.572229471400032,4.016125693419121,2.890316789310975
HCA6062456,5.604523688102703,4.14308832481279,2.8707828260196644
HCA6075263,5.546225191258362,3.712684775653056,2.038561305296765
HCA6086369,5.590053063293314,4.424645910792504,3.1990632167222617
HCA6086470,5.508716092711143,4.217050578218024,2.923773583345472
HCA6086975,5.719233277830853,4.18040906469073,3.276879838998789
HCA6089375,5.612763928619926,3.9842844445815113,2.2708289340492964
HCA6091766,5.52936600022663,4.172634241537677,2.4836944916883694
HCA6095572,5.560326953237771,3.929899226279576,3.094401054561744
HCA6098073,5.694025573530229,4.610143725462048,2.98522346965683
HCA6102038,5.52296941760921,4.3774623383723625,3.027278939376422
HCA6108050,5.55210544678878,4.134087278701801,3.0492141126974146
HCA6108151,5.490086377220866,4.050377997735595,2.8995108951742634
HCA6109658,5.526009985514592,3.94287135093927,3.106270591868878
HCA6110138,5.404052195824461,3.886654891067975,2.47958163029106
HCA6111241,5.644031883600187,4.244742443061679,3.3218381357191813
HCA6117051,5.554299168611496,4.215277297938511,3.373523546270288
HCA6119257,5.48032386861576,4.367466283125585,3.0846454219997903
HCA6120646,5.422843801960463,4.077995895646775,2.3332889270508232
HCA6125050,5.449956497261589,4.24273093270524,3.265946493959479
HCA6130548,5.516438850149619,4.281210898635911,3.087792510672412
HCA6131449,5.64337565072556,4.309671344173819,3.39019036785571
HCA6139970,5.518635094721935,4.346147702986472,2.8660036224974275
HCA6143557,5.4683613594074645,4.194233900447162,2.8664519377307087
HCA6144357,5.727097196198614,4.170929616884837,3.762617840525412
HCA6144862,5.4895525237449645,3.833988773916148,2.2991267579169974
HCA6162662,5.610595228569614,4.491123551737681,2.8585926198254823
HCA6165971,5.481541911827439,3.792607024547316,2.5780982765982423
HCA6166973,5.596221013821026,4.212471306528201,3.3970948565361225
HCA6176471,5.478962311703154,3.8468178015939394,1.7996496727665492
HCA6183064,5.537186615673191,4.182627933765011,2.5361869261608185
HCA6197580,5.496480293148659,3.636776404864538,2.088050913786721
HCA6198582,5.412618336915364,3.9532695563562776,1.727215107713854
HCA6214958,5.439149314563201,3.8180711409547774,2.280477022585226
HCA6223050,5.474192686628081,3.38442560745514,2.0875201897270474
HCA6234964,5.438048436151512,4.099336288899379,2.365362619198743
HCA6242054,5.557671742084195,3.9219090212578887,2.705027807358492
HCA6249977,5.485612588208246,3.528208457030446,2.631639196598041
HCA6253867,5.480447957266183,4.36678967517666,2.8983695013321027
HCA6269377,5.404444801853684,4.367700181176993,2.66937579462235
HCA6276475,5.3842766661422905,4.107181661814184,2.8543026054674163
HCA6280668,5.464536884861807,4.308556774074295,3.1841624280139045
HCA6283371,5.550727488473925,3.791109393063852,1.395008837825747
HCA6285274,5.509846055481947,3.80558688495392,2.7136476702989296
HCA6287177,5.615981707081691,4.01751142639051,3.246586856137015
HCA6290368,5.537637638535253,4.430496987593286,3.0932312436499543
HCA6291976,5.6204623977837445,4.609321795822775,3.555689972487748
HCA6295782,5.4184092448929775,4.150660255419109,2.998076169716136
HCA6301751,5.502709147325932,4.3357331560731405,3.432261027796334
HCA6302349,5.586177233266314,4.449890586316383,3.2987939525678707
HCA6307056,5.370238164949554,3.7396406036866474,2.3945749408192296
HCA6312352,5.447176415168415,4.069664458005672,2.732851051332809
HCA6317665,5.667889275377875,4.340065569124796,2.4325123261200923
HCA6318465,5.512990022868361,3.9395251927322352,2.502538465153315
HCA6320048,5.562329583971434,4.470876250788071,2.9031396848293465
HCA6326767,5.564156553519426,4.129211038308241,2.5973943547395577
HCA6333158,5.39172414223042,3.8742677506615033,2.058750737382818
HCA6337974,5.491306189660366,4.222757582730362,2.6229156898524244
HCA6363167,5.590791967408111,3.7960137537976784,2.712497547552991
HCA6372875,5.601439338541071,4.065562512979536,3.182998066867655
HCA6374576,5.568072560035117,4.042230235746775,2.9239944718370183
HCA6375275,5.551200479518599,4.100922112202695,2.94301834541365
HCA6388082,5.559541333079655,3.9749035680195752,3.1147452732719287
HCA6400450,5.524903162933655,4.212314043995567,2.8172043023556714
HCA6405157,5.5064106425528,3.780134679614073,1.3529552151707789
HCA6409165,5.608266899313855,4.633537258898996,3.7121603355383415
HCA6421963,5.432480394124923,3.731959067589907,1.639218707441589
HCA6427066,5.617837673910152,4.333793416075187,3.132338209034176
HCA6429272,5.536313049875408,4.371397246869019,2.889584479907071
