HCA6002236,4.956242774209894,3.315683281210019,1.898465734126967
HCA6010538,5.0160328995861665,3.7702594075504123,1.820668279303961
HCA6018857,4.984795411443948,3.4052027006002086,2.0558887760522144
HCA6030645,4.881931747471567,3.4460130727267826,2.550072159629033
HCA6047359,5.082609472608107,3.7185711238798085,2.3164464822098765
HCA6051047,5.024815688997612,3.6124297865661923,2.283062673843758
HCA6053758,4.8197812447319155,4.194536651203593,2.874349146064397
HCA6054457,4.942976228979155,3.7876403985230254,2.375637431106473
HCA6058970,5.119525196619296,4.087366308893205,2.860902188144206
HCA6061757,4.946620205310512,3.6472059532064156,2.277633414115449
HCA6062456,5.004117784903778,3.979580647131382,2.531819837455724
HCA6075263,4.977908553741849,3.3793636882202938,2.136724434348176
HCA6086369,4.987673511374675,3.8577557163818303,2.6617395352142275
HCA6086470,4.9504310147203965,3.6108996630429306,2.487210403875572
HCA6086975,5.159092651461172,3.9411752097147934,2.8328812588930345
HCA6089375,5.059293677089844,3.7289595467404686,1.977243903480158
HCA6091766,4.9655580984649665,3.8640854900501322,2.8306145976747925
HCA6095572,4.995715685578072,3.3949707465103405,2.228933719503085
HCA6098073,5.13939775410474,4.199048066619964,2.958679752930194
HCA6102038,4.7105955850373595,3.6945267332113048,1.9841125877255121
HCA6108050,4.992874043816812,3.5549249189969325,2.8932674276119505
HCA6108151,4.9835989774816,3.358914239498998,1.9738815477692249
HCA6109658,4.986793560215025,3.4217400016450386,2.7492788744274548
HCA6110138,4.754324485660418,3.4675118014693176,1.943186748296342
HCA6111241,5.0426170610925425,3.6988136120961967,2.9845442975388394
HCA6117051,5.013408551705203,3.708415334091655,2.4767361836118043
HCA6119257,4.924875262221982,3.833025637448887,1.9487513575057094
HCA6120646,4.799082206955291,3.251100374594163,1.7230668150184985
HCA6125050,4.833011761215913,3.650672211432193,2.410764086304471
HCA6130548,4.9855217459597405,3.9381365143243126,1.9166654166246533
HCA6131449,5.07954719952871,3.8917599502948113,2.998329150984964
HCA6139970,4.961062659206854,3.9613154873114955,3.1011053202751486
