100206,4.89831279842087,3.642861347760893,1.8874695528289447
100307,4.994646951954217,3.558940959481324,1.939380777331515
100408,4.660541181114965,3.6531479960507647,2.5529180019072437
100610,4.898981892534425,3.4430380394605185,1.5776566055056613
101006,5.019739313993759,3.7799840099248185,2.300515021168711
101107,4.750132203454808,3.9176519961236327,2.186385783276267
101309,4.859432651186629,3.3987562622483445,2.3912333928608165
101410,4.980557220703311,3.4666802278089888,2.5883508940822244
101915,4.893754954130938,3.7342650487401725,2.5921926623768274
102008,4.8043054839725565,3.915596065771267,2.5432844864927304
102109,4.758409486086007,3.583547784299674,2.1692316421451174
102311,4.849132415393081,3.726513046596816,1.8342531403435434
102513,4.787827840821254,3.512280707544121,2.248978472114012
102614,5.052364049823041,3.7301690385425745,2.4734939525455033
102715,4.95266996925121,3.883640737138708,2.541761499920936
102816,4.808852957209754,3.5872649227696325,1.5462692141379697
103010,4.90072840974859,4.0207878258828655,2.4845351551949064
103111,4.954720362446935,3.6310825410505414,2.8007815933808473
103212,4.874417454110637,3.840648626487013,2.262716352069487
103414,4.995053948126618,3.595501411230464,2.360852680550073
103515,4.961003348833645,3.94654307994921,2.1884551426507026
103818,4.905366515137013,3.440171687334219,2.409869951303896
104012,4.958042881438933,3.4958752209760475,2.410748678320198
104416,4.783547299032879,3.554205504939285,2.2052965792155605
104820,4.941894321553574,3.55315698111238,1.9090768916344338
105014,4.923754060863311,3.8331919771071177,2.17013822856622
105115,5.032323588871891,3.7322230019525167,2.662086941834436
105216,4.923312063599994,3.3197853215002064,1.8083978941195415
105620,4.95909743993069,3.5991732196103783,1.8263830996580597
105923,4.746375891983966,3.797105005240336,2.0916735170643315
106016,4.8108252031009275,3.7402136083958686,2.2175812285610985
106319,4.590139593480098,4.017899421878869,2.2080853161724603
106521,5.049929018498347,3.9659002631023617,2.542047174886487
106824,4.860955075366519,3.451924947561511,1.9925767473273959
107018,4.848738072714548,3.717746791442556,1.661275025084538
107220,4.95304059194145,3.691660129978427,2.3135650871991817
107321,5.009190286336336,3.7152457337735227,1.8766255301195947
107422,4.736005627451058,3.6240081525342256,2.3429131294019276
107725,4.983435732692122,3.692904921302231,2.467885762204078
108020,4.876457896204684,3.786970962890993,2.3863738011284763
108121,4.95725962269095,3.492012256566252,2.1358006884678544
108222,4.774526106453836,3.795825309217845,1.815659726138155
108323,4.897276349799396,3.790414141208115,2.106173253911361
108525,4.896641659348121,3.7973132039548125,2.5001735976342148
108828,4.600278985873755,3.471401864330244,1.3901469563860018
109123,4.833401657117882,3.4911851173231723,2.331578714530898
109325,4.861325022855636,3.5562547278381076,2.5193520071302045
109830,4.986989515836452,3.6170109979164002,2.748791127976998
110007,5.0176925350902355,3.8862963865980316,2.672357857857065
110411,4.698003783372715,3.270408660788935,0.6743165457737675
110613,4.86407546120231,3.718003324019505,3.054384626542535
111009,4.95132823752381,3.97738791337668,2.493983070147368
111211,4.840986509726777,3.9009945952792124,2.485443056357388
111312,4.936061986491175,3.550272746495442,2.4879598622179633
111413,4.991589570638605,3.566959409341738,2.325141870338822
111514,4.997382908207702,3.6032683756706914,2.4255196105035486
111716,4.980627641947278,3.236310683924818,1.82942699318724
112112,4.645146036880105,3.5858765607426553,2.0098903183273764
112314,4.85342784390579,3.750213320528375,1.9530850207329937
112516,5.010868717318328,3.7995585650231996,2.4453397456902577
112819,5.0204467292297865,3.6916313365752855,2.3930347457289014
