codes,entropy Von Neumann
100206,4.029928026808875
100307,4.444547850106021
100408,3.3620561286295314
100610,3.922686878176082
101006,4.285778188911392
101107,3.368497226499526
101309,4.030628082074629
101410,4.324585081422599
101915,3.7160220032501874
102008,3.408443534913397
102109,3.290203156268891
102311,3.8000009102003194
102513,3.801207152432438
102614,4.412343729580728
102715,4.126562985034215
102816,4.00194353777853
103010,3.6205371156931156
103111,4.343647634947485
103212,3.9774104827055514
103414,4.4160904280380135
103515,3.991409172480605
103818,4.001116305026378
104012,4.308442145679469
104416,3.920049350187201
104820,4.221531315237795
105014,4.12101097732534
105115,4.403217034450934
105216,4.037302600095463
105620,4.177272635654269
105923,3.434430719255843
106016,3.9908020527702375
106319,2.87191940982168
106521,4.389657843700203
106824,3.8263288566422946
107018,3.8756886455439052
107220,4.165068653952625
107321,4.300320451071949
107422,3.3459778310806136
107725,4.2085754556792745
108020,3.8325519324805
108121,4.0318008925840285
108222,3.3800189615540788
108323,3.9714606445609597
108525,3.7931991947441372
108828,3.572437737612562
109123,3.783647839066699
109325,4.117099658208602
109830,4.376840928406567
110007,4.412752908387816
110411,3.4844356077144436
110613,3.3929011597562635
111009,4.1901653535910395
111211,3.6235733756262283
111312,4.006298818150852
111413,4.192508281323016
111514,4.425548499003337
111716,4.4019808700342775
112112,3.245920231545103
112314,3.8918714558830407
112516,4.2353007036719665
112819,4.397456867798734
112920,3.0408856025474433
113215,3.712283155103049
113316,4.26781358253319
113417,4.259235589701629
113619,3.918154790535456
113821,4.381811234040415
113922,3.8779021534322236
114116,4.078496725311282
114217,3.9100948113856857
114318,3.8595779938420316
114419,3.431310921081896
114621,3.9806181283988686
114823,3.8178066838431315
114924,4.0118560949717885
115017,4.106218477147486
115219,4.007189979985781
115320,4.324093204887657
115724,4.223329413168909
115825,3.9019931281190017
116221,3.9796035084934633
116423,3.786024125520327
116524,3.705831899343999
116726,4.300644548214245
117021,3.860693506769784
117122,3.9140529277066562
117324,4.014538235863528
117728,3.5957481368715754
